Index,Modification,Speaker,Start Time,End Time,Script
162,인식결과,2,1911159,1919355,살이 자연스럽게 빠진다고 합니다. 이렇게 찍어야 한다. 그것을 바로 제가 증명을 하고 있고요.
162,수정결과,B,1911159,1919355,살이 자연스럽게 빠진다고 합니다. 이렇게 찍어야 한다. 그것을 바로 제가 증명을 하고 있고요.
163,인식결과,2,1919355,1930260,저희 밥은 제가 없습니다. 이거를 무식한 사람들이 탄수화물이다 이렇게 이야기하는데 그 나쁜 탄수화물은
163,수정결과,B,1919355,1930260,저희 밥은 제가 없습니다. 이거를 무식한 사람들이 탄수화물이다 이렇게 이야기하는데 그 나쁜 탄수화물은
164,인식결과,2,1930260,1937904,저 대기업들이 생산하는 과자 당 음료수 이게 바로 나쁜 탄수화물이죠.
164,수정결과,B,1930260,1937904,저 대기업들이 생산하는 과자 당 음료수 이게 바로 나쁜 탄수화물이죠.
165,인식결과,2,1937904,1947390,"네 우리 쌀은 제가 없습니다. 이 쌀에는 단백질, 지방, 무기질, 탄수화물 여러 가지 아주 건강한 것들이 많이 있습니다."
165,수정결과,B,1937904,1947390,"네 우리 쌀은 제가 없습니다. 이 쌀에는 단백질, 지방, 무기질, 탄수화물 여러 가지 아주 건강한 것들이 많이 있습니다."
166,인식결과,2,1947390,1955770,제가 쌀을 생산하는 농민으로서 증명합니다. 여러분 밥 세 끼 잘 챙겨 먹으십시오.
166,수정결과,B,1947390,1955770,제가 쌀을 생산하는 농민으로서 증명합니다. 여러분 밥 세 끼 잘 챙겨 먹으십시오.
167,인식결과,2,1956510,1968030,다음 발언자 모시면서 다음 사연은 그다음에 자연스럽게 다른 분에게 넘기도록 하겠습니다. 오늘 밤 즐거웠습니다.
167,수정결과,B,1956510,1968030,다음 발언자 모시면서 다음 사연은 그다음에 자연스럽게 다른 분에게 넘기도록 하겠습니다. 오늘 밤 즐거웠습니다.
168,인식결과,8,2005550,2009035,진짜 더럽게 안 빼네요.
168,수정결과,H,2005550,2009035,진짜 더럽게 안 빼네요.
169,인식결과,8,2009035,2018275,제가 여기 온 게 한 8시 반인가 9시인가 했는데 아직도 안 빼고 있는데 대체 언제부터 이러고 있었는지 참 즐깁니다. 정말
169,수정결과,H,2009035,2018275,제가 여기 온 게 한 8시 반인가 9시인가 했는데 아직도 안 빼고 있는데 대체 언제부터 이러고 있었는지 참 즐깁니다. 정말
170,인식결과,8,2018275,2025130,제 소개를 하자면 저는 19살에 예술을 하고 있고요.
170,수정결과,H,2018275,2025130,제 소개를 하자면 저는 19살에 예술을 하고 있고요.
171,인식결과,8,2029580,2040195,오늘 광화문에 갔다 왔습니다. 오늘 한 12시인가 사람이 많이 몰릴 것 같아서 조금 일찍 가서 대기를 하고 있었는데
171,수정결과,H,2029580,2040195,오늘 광화문에 갔다 왔습니다. 오늘 한 12시인가 사람이 많이 몰릴 것 같아서 조금 일찍 가서 대기를 하고 있었는데
172,인식결과,8,2040195,2048739,그러니까 지금까지 한 10시간 정도 있었던 것 같은데 너무 춥습니다. 다들 안 추우신가요?
172,수정결과,H,2040195,2048739,그러니까 지금까지 한 10시간 정도 있었던 것 같은데 너무 춥습니다. 다들 안 추우신가요?
173,인식결과,8,2049900,2056679,이렇게 다들 고생하는데 자기들은 춥지도 않은 건지 자꾸 참 짜증 나
173,수정결과,H,2049900,2056679,이렇게 다들 고생하는데 자기들은 춥지도 않은 건지 자꾸 참 짜증 나
174,인식결과,8,2059800,2066560,제가 오늘 광화문에서 전광판에서
174,수정결과,H,2059800,2066560,제가 오늘 광화문에서 전광판에서
175,인식결과,8,2066560,2075940,유다빈 밴드 좋지 아니한가를 이제 전광판에 띄워주시면서 여기 농민 연합분들의 영상을 보게 되었는데요.
175,수정결과,H,2066560,2075940,유다빈 밴드 좋지 아니한가를 이제 전광판에 띄워주시면서 여기 농민 연합분들의 영상을 보게 되었는데요.
176,인식결과,8,2076449,2083070,농민 연합분들이 이제 오는 길에 억압 이제 경찰분들이 막아서고
176,수정결과,H,2076449,2083070,농민 연합분들이 이제 오는 길에 억압 이제 경찰분들이 막아서고
177,인식결과,8,2083070,2090969,농민분들을 이제 끌어내리고 트리크를 막아서고 약간 그런 모습들을 봤습니다. 근데 그게 기억에 좀 많이 남았나 봐요.
177,수정결과,H,2083070,2090969,농민분들을 이제 끌어내리고 트리크를 막아서고 약간 그런 모습들을 봤습니다. 근데 그게 기억에 좀 많이 남았나 봐요.
178,인식결과,8,2090969,2102050,오늘 한 7시쯤에 명동까지 행진을 마치고 친구들이랑 밥을 먹고 이제 집에 가려고 버스를 타고 있는데 그때 이제 여기
178,수정결과,H,2090969,2102050,오늘 한 7시쯤에 명동까지 행진을 마치고 친구들이랑 밥을 먹고 이제 집에 가려고 버스를 타고 있는데 그때 이제 여기
179,인식결과,8,2102130,2106435,남태령 소식을 듣게 되었어요. 그래서
179,수정결과,H,2102130,2106435,남태령 소식을 듣게 되었어요. 그래서
180,인식결과,8,2106435,2113080,명동에서 4호선 탔으면 금방인데 그냥 거기서 올 걸 그랬나라고 계속 후회를 하고 있었는데
180,수정결과,H,2106435,2113080,명동에서 4호선 탔으면 금방인데 그냥 거기서 올 걸 그랬나라고 계속 후회를 하고 있었는데
181,인식결과,8,2113080,2123320,생각 후회를 하면서 정신을 차려 보니까 제가 타고 있던 버스에서 내려서 남태령으로 오는 길을 알아보고 있었더라고요.
181,수정결과,H,2113080,2123320,생각 후회를 하면서 정신을 차려 보니까 제가 타고 있던 버스에서 내려서 남태령으로 오는 길을 알아보고 있었더라고요.
182,인식결과,8,2126610,2136995,그리고 이쯤에서 의문이 들었습니다. 경찰은 대체 누구를 위한 존재입니까? 경찰도 군인도 원래 군인은
182,수정결과,H,2126610,2136995,그리고 이쯤에서 의문이 들었습니다. 경찰은 대체 누구를 위한 존재입니까? 경찰도 군인도 원래 군인은
183,인식결과,8,2136995,2147000,국민을 지키는 존재여야 하는데 왜 지금은 국민의 억압하고 탄압하고 규탄하고 있는 겁니까? 규탄 당해야 될 건 누구입니까?
183,수정결과,H,2136995,2147000,국민을 지키는 존재여야 하는데 왜 지금은 국민의 억압하고 탄압하고 규탄하고 있는 겁니까? 규탄 당해야 될 건 누구입니까?
184,인식결과,8,2148930,2152190,경찰을 규탄한다.
184,수정결과,H,2148930,2152190,경찰을 규탄한다.
185,인식결과,8,2152770,2161810,경찰은 지금 자신들이 하고 있는 일을 당당하게 말할 수 있습니까? 농민을 끌어내리고 트럭터를 부수고
185,수정결과,H,2152770,2161810,경찰은 지금 자신들이 하고 있는 일을 당당하게 말할 수 있습니까? 농민을 끌어내리고 트럭터를 부수고
186,인식결과,8,2161810,2172689,이렇게 길을 막아놓고 농민의 탓이라고 우기면서 이렇게 고집을 부리고 있는 사실을 누군가에게 당당하게 얘기할 수 있습니까? 가족에게 얘기할 수 있습니까?
186,수정결과,H,2161810,2172689,이렇게 길을 막아놓고 농민의 탓이라고 우기면서 이렇게 고집을 부리고 있는 사실을 누군가에게 당당하게 얘기할 수 있습니까? 가족에게 얘기할 수 있습니까?
187,인식결과,8,2173740,2185705,저는 얘기할 수 있습니다. 그래서 올라오기 전에 엄마한테 엄마 나 오늘 남태령에서 여기서 밤을 새야 될 것 같아 오늘 집에 못 갈 것 같아요라고 연락을 남겼습니다.
187,수정결과,H,2173740,2185705,저는 얘기할 수 있습니다. 그래서 올라오기 전에 엄마한테 엄마 나 오늘 남태령에서 여기서 밤을 새야 될 것 같아 오늘 집에 못 갈 것 같아요라고 연락을 남겼습니다.
188,인식결과,8,2185705,2189550,우리 보다 당당하지 않습니까?
188,수정결과,H,2185705,2189550,우리 보다 당당하지 않습니까?
189,인식결과,8,2189580,2197640,경찰은 당당하고 싶다면 차를 빼십시오. 국민에게 눈을 돌리고 국민의 편을 드십시오.
189,수정결과,H,2189580,2197640,경찰은 당당하고 싶다면 차를 빼십시오. 국민에게 눈을 돌리고 국민의 편을 드십시오.
190,인식결과,8,2199380,2206840,구호 한번 외치고 내려가겠습니다.
190,수정결과,H,2199380,2206840,구호 한번 외치고 내려가겠습니다.
191,인식결과,8,2206840,2217160,경찰은 차를 빼라. 차를 빼라 경찰입니다. 다들 건강하세요.
191,수정결과,H,2206840,2217160,경찰은 차를 빼라. 차를 빼라 경찰입니다. 다들 건강하세요.
192,인식결과,1,2229642,2240240,여러분 안녕하십니까? 제가 너무 열이 받아서 좀 주서가 없을 수 있는데 좀 이해를 부탁드리겠습니다.
192,수정결과,A,2229642,2240240,여러분 안녕하십니까? 제가 너무 열이 받아서 좀 주서가 없을 수 있는데 좀 이해를 부탁드리겠습니다.
193,인식결과,1,2240240,2247870,제 소개를 먼저 하자면 집 가다가 못 간 총기 있습니다.
193,수정결과,A,2240240,2247870,제 소개를 먼저 하자면 집 가다가 못 간 총기 있습니다.
194,인식결과,1,2250840,2260680,여러분 우리가 옛날부터 배웠던 경찰의 별명이 뭡니까? 아니 그거 말고 민족의 직권이 아닙니까?
194,수정결과,A,2250840,2260680,여러분 우리가 옛날부터 배웠던 경찰의 별명이 뭡니까? 아니 그거 말고 민족의 직권이 아닙니까?
195,인식결과,1,2260930,2265320,아버지 지팡이도 잊어먹을 정도로 일을 이렇게 못하면
195,수정결과,A,2260930,2265320,아버지 지팡이도 잊어먹을 정도로 일을 이렇게 못하면
196,인식결과,1,2266680,2272030,아니 지팡이의 역할이 구원인데 네가 돕는 거냐고
196,수정결과,A,2266680,2272030,아니 지팡이의 역할이 구원인데 네가 돕는 거냐고
197,인식결과,1,2275380,2284100,아니 서울에서 경기도로 가면 이길 가는 거 뻔히 알면서 막아놓고 집에 어떻게 가요? 알아서 가세요.
197,수정결과,A,2275380,2284100,아니 서울에서 경기도로 가면 이길 가는 거 뻔히 알면서 막아놓고 집에 어떻게 가요? 알아서 가세요.
198,인식결과,1,2287320,2295940,아니 모세비를 줄 것도 아니고 기름값을 줄 것도 아니고 돌변을 줄 것도 아니면서 책임져 줄 것도 아니면서
198,수정결과,A,2287320,2295940,아니 모세비를 줄 것도 아니고 기름값을 줄 것도 아니고 돌변을 줄 것도 아니면서 책임져 줄 것도 아니면서
199,인식결과,1,2297090,2304189,이게 뭐냐고 여러분 제가 여기 딱
199,수정결과,A,2297090,2304189,이게 뭐냐고 여러분 제가 여기 딱
200,인식결과,1,2304189,2314520,막히고 차 대고 아 이게 뭔 지랄이야 하면서 지하철을 타고 온 다음에 이렇게 저 끝까지 가서 뭐라고 물어봤을 것 같아요. 누가 막았어요?
200,수정결과,A,2304189,2314520,막히고 차 대고 아 이게 뭔 지랄이야 하면서 지하철을 타고 온 다음에 이렇게 저 끝까지 가서 뭐라고 물어봤을 것 같아요. 누가 막았어요?
201,인식결과,1,2315640,2322840,누가 받았어요? 그럼 그럼 경찰은 누가 넘겨받았는데
201,수정결과,A,2315640,2322840,누가 받았어요? 그럼 그럼 경찰은 누가 넘겨받았는데
202,인식결과,1,2323740,2332645,아니 우리 여기서 이게 다 무슨 지랄이냐고요?
202,수정결과,A,2323740,2332645,아니 우리 여기서 이게 다 무슨 지랄이냐고요?
203,인식결과,1,2332645,2340900,아니 농민분들은 가게 하고 우리는 집을 가고 저기 거기 앉은 경찰분도 좀 직접 보자고
203,수정결과,A,2332645,2340900,아니 농민분들은 가게 하고 우리는 집을 가고 저기 거기 앉은 경찰분도 좀 직접 보자고
204,인식결과,1,2343480,2344850,여러분
204,수정결과,A,2343480,2344850,여러분
205,인식결과,1,2344850,2357320,여기 우리 누가 고생합니까? 여기 농민분들 고생하시고 우리 여기 길바닥 앉아 있는 분들 고생하시고 저기 저기 버스 사이 사이에다가 테트리스 하면서 막아놓는 경찰분들 고생하시고
205,수정결과,A,2344850,2357320,여기 우리 누가 고생합니까? 여기 농민분들 고생하시고 우리 여기 길바닥 앉아 있는 분들 고생하시고 저기 저기 버스 사이 사이에다가 테트리스 하면서 막아놓는 경찰분들 고생하시고
206,인식결과,1,2357320,2366680,제일 고생 안 하는 거 막으라고 명령해 놓고 이런 데 없는 누군가밖에 없어요.
206,수정결과,A,2357320,2366680,제일 고생 안 하는 거 막으라고 명령해 놓고 이런 데 없는 누군가밖에 없어요.
207,인식결과,1,2368060,2374995,여러분 제가 지금
207,수정결과,A,2368060,2374995,여러분 제가 지금
208,인식결과,1,2374995,2381385,너무 열이 받았지만 더 얘기하면 이제 다음 날 아무 말도 못할 정도로 목이 쉴 것 같기 때문에
208,수정결과,A,2374995,2381385,너무 열이 받았지만 더 얘기하면 이제 다음 날 아무 말도 못할 정도로 목이 쉴 것 같기 때문에
209,인식결과,1,2381385,2391630,딱 올라오면서 생각한 구호를 제가 먼저 선창하고 그다음에 하시면 되겠습니다. 국민의
209,수정결과,A,2381385,2391630,딱 올라오면서 생각한 구호를 제가 먼저 선창하고 그다음에 하시면 되겠습니다. 국민의
210,인식결과,1,2391630,2394740,탈진을 가게 하라.
210,수정결과,A,2391630,2394740,탈진을 가게 하라.
211,인식결과,1,2397480,2402350,국민에게 길을 열어라.
211,수정결과,A,2397480,2402350,국민에게 길을 열어라.
212,인식결과,1,2404450,2412775,경찰도 집에 가고 싶다. 여러분 조금만 더 고생하고 경찰분들도 좀 집에서 쉴 수 있게 빨리 열도록 하자. 정민아
212,수정결과,A,2404450,2412775,경찰도 집에 가고 싶다. 여러분 조금만 더 고생하고 경찰분들도 좀 집에서 쉴 수 있게 빨리 열도록 하자. 정민아
213,인식결과,7,2431970,2441595,이런 식으로 사회자가 교체 되게 되었습니다. 유감스럽게 생각합니다.
213,수정결과,G,2431970,2441595,이런 식으로 사회자가 교체 되게 되었습니다. 유감스럽게 생각합니다.
214,인식결과,7,2441595,2450970,여러분들 고맙습니다. 우리 농민들이 오늘 아침 수원시청에서 9시에 출발했습니다.
214,수정결과,G,2441595,2450970,여러분들 고맙습니다. 우리 농민들이 오늘 아침 수원시청에서 9시에 출발했습니다.
215,인식결과,7,2451000,2459274,여기에 12시쯤에 도착했습니다. 혹시 내용 들으셨죠? 12시부터
215,수정결과,G,2451000,2459274,여기에 12시쯤에 도착했습니다. 혹시 내용 들으셨죠? 12시부터
216,인식결과,7,2459274,2462840,저녁 7시까지 차 본 사람입니다.
216,수정결과,G,2459274,2462840,저녁 7시까지 차 본 사람입니다.
217,인식결과,7,2467260,2475640,제 소개 드리기 전에 우리 시민 여러분 농민 여러분 저 뒤를 한번 보시겠습니까?
217,수정결과,G,2467260,2475640,제 소개 드리기 전에 우리 시민 여러분 농민 여러분 저 뒤를 한번 보시겠습니까?
218,인식결과,7,2478130,2484435,이제 남태령 고개 꼭대기 경기도 넘어가는 길까지
218,수정결과,G,2478130,2484435,이제 남태령 고개 꼭대기 경기도 넘어가는 길까지
219,인식결과,7,2484435,2493870,우리 시민 여러분들과 농민들이 함께하고 있습니다. 한번 큰 함성으로 서로를 격려해 주시기 바랍니다.
219,수정결과,G,2484435,2493870,우리 시민 여러분들과 농민들이 함께하고 있습니다. 한번 큰 함성으로 서로를 격려해 주시기 바랍니다.
220,인식결과,7,2498680,2505160,일어난 김에 노래 한번 해볼까요? 예 노래 한 곡 부탁드리겠습니다.
220,수정결과,G,2498680,2505160,일어난 김에 노래 한번 해볼까요? 예 노래 한 곡 부탁드리겠습니다.
221,인식결과,3,2514275,2527110,주인 없는 바다 그래도 좋지 아니한가? 내 마음대로 되는 세상
221,수정결과,C,2514275,2527110,주인 없는 바다 그래도 좋지 아니한가? 내 마음대로 되는 세상
222,인식결과,3,2527110,2533474,밤이 오면 싸워왔던 기억 이게 쓸만한
222,수정결과,C,2527110,2533474,밤이 오면 싸워왔던 기억 이게 쓸만한
223,인식결과,3,2533474,2543300,와이 생기지 않았나 내 마음대로 그린
223,수정결과,C,2533474,2543300,와이 생기지 않았나 내 마음대로 그린
224,인식결과,3,2687729,2698030,물 다시는 만날 수 없는 세상에 놓치지 않았는가
224,수정결과,C,2687729,2698030,물 다시는 만날 수 없는 세상에 놓치지 않았는가
225,인식결과,7,2717010,2721480,일어난 길에 구호 한번 외치겠습니다.
225,수정결과,G,2717010,2721480,일어난 길에 구호 한번 외치겠습니다.
226,인식결과,7,2722840,2728840,내란수 윤석열을 체포하라.
226,수정결과,G,2722840,2728840,내란수 윤석열을 체포하라.
227,인식결과,7,2731870,2737480,내란 동조 국민의힘 해체하라.
227,수정결과,G,2731870,2737480,내란 동조 국민의힘 해체하라.
228,인식결과,7,2741380,2748900,농민 앞길 가로막는 경찰을 규탄한다.
228,수정결과,G,2741380,2748900,농민 앞길 가로막는 경찰을 규탄한다.
229,인식결과,7,2751380,2761545,모두 자리에 앉아주십시오. 고맙습니다.
229,수정결과,G,2751380,2761545,모두 자리에 앉아주십시오. 고맙습니다.
230,인식결과,7,2761545,2769730,사회를 그동안 보면서 목소리가 좀 괜찮았다고 생각했는데 많이 좀 쉬었네요. 양해해 주시기 바라고요.
230,수정결과,G,2761545,2769730,사회를 그동안 보면서 목소리가 좀 괜찮았다고 생각했는데 많이 좀 쉬었네요. 양해해 주시기 바라고요.
231,인식결과,4,2769730,2771760,건강 조심하세요.
231,수정결과,D,2769730,2771760,건강 조심하세요.
232,인식결과,7,2771760,2782260,아까 여러분들이 물 밀듯이 들어오셨는데 제가 7시경에 사회를 마무리할 때는
232,수정결과,G,2771760,2782260,아까 여러분들이 물 밀듯이 들어오셨는데 제가 7시경에 사회를 마무리할 때는
233,인식결과,7,2783320,2795399,"앞에서 한 줄 두 줄, 3줄, 4줄, 5줄 정도밖에 계시지 않았습니다. 저 길에도 우리 시민들이 없었고요. 이 옆에도 아무도 없었습니다."
233,수정결과,G,2783320,2795399,"앞에서 한 줄 두 줄, 3줄, 4줄, 5줄 정도밖에 계시지 않았습니다. 저 길에도 우리 시민들이 없었고요. 이 옆에도 아무도 없었습니다."
234,인식결과,7,2795399,2804870,농민들 200여 명이 외롭게 이 도로를 열기 위해서 행진을 하기 위해서 싸우고 있었는데
234,수정결과,G,2795399,2804870,농민들 200여 명이 외롭게 이 도로를 열기 위해서 행진을 하기 위해서 싸우고 있었는데
235,인식결과,7,2804870,2810819,우리 촛불 시민 여러분들께서 우리 농민들과 함께 해주기로
235,수정결과,G,2804870,2810819,우리 촛불 시민 여러분들께서 우리 농민들과 함께 해주기로
236,인식결과,7,2810819,2817550,어떻게 마음을 먹으셨는지 구름같이 와주셨습니다. 정말 고맙습니다.
236,수정결과,G,2810819,2817550,어떻게 마음을 먹으셨는지 구름같이 와주셨습니다. 정말 고맙습니다.
237,인식결과,7,2819550,2826625,그래서 아까 약속한 게 있었습니다. 이 공간은 어딥니까?
237,수정결과,G,2819550,2826625,그래서 아까 약속한 게 있었습니다. 이 공간은 어딥니까?
238,인식결과,7,2826625,2833450,남태령 남태령 광장으로 지해도 되겠습니까?
238,수정결과,G,2826625,2833450,남태령 남태령 광장으로 지해도 되겠습니까?
239,인식결과,7,2834130,2839480,어저께 농민들은 공주 우금치 고개를 넘어서
239,수정결과,G,2834130,2839480,어저께 농민들은 공주 우금치 고개를 넘어서
240,인식결과,7,2839800,2848640,남태령 고개를 넘어서 남태령 광장까지는 일단 왔습니다. 시민 여러분들 덕분입니다.
240,수정결과,G,2839800,2848640,남태령 고개를 넘어서 남태령 광장까지는 일단 왔습니다. 시민 여러분들 덕분입니다.
241,인식결과,7,2851000,2860625,많은 분들이 발언이 기다리고 있는데 그럼에도 불구하고 그래도 말씀은 인사는 드려야겠습니다. 저는
241,수정결과,G,2851000,2860625,많은 분들이 발언이 기다리고 있는데 그럼에도 불구하고 그래도 말씀은 인사는 드려야겠습니다. 저는
242,인식결과,7,2860625,2865640,전봉준 투쟁단에서 일하고 있습니다.
242,수정결과,G,2860625,2865640,전봉준 투쟁단에서 일하고 있습니다.
243,인식결과,7,2867580,2873870,전국 농민의 총연맹 사무총장입니다. 권혁준입니다. 반갑습니다.
243,수정결과,G,2867580,2873870,전국 농민의 총연맹 사무총장입니다. 권혁준입니다. 반갑습니다.
244,인식결과,7,2876510,2879675,정말 감사한 마음 이루다
244,수정결과,G,2876510,2879675,정말 감사한 마음 이루다
245,인식결과,7,2879675,2889045,표현을 못하겠습니다. 그건 다음에 따로 인사드리겠습니다. 시민 발언이 계속 기다리고 있기 때문에 다음 발언 두 분
245,수정결과,G,2879675,2889045,표현을 못하겠습니다. 그건 다음에 따로 인사드리겠습니다. 시민 발언이 계속 기다리고 있기 때문에 다음 발언 두 분
246,인식결과,7,2889045,2893480,두 분 청해 듣도록 하겠습니다. 힘찬 박수로 모시겠습니다.
246,수정결과,G,2889045,2893480,두 분 청해 듣도록 하겠습니다. 힘찬 박수로 모시겠습니다.
247,인식결과,8,2897640,2900374,안녕하십니까
247,수정결과,H,2897640,2900374,안녕하십니까
248,인식결과,8,2902450,2909770,저는 농가에서 태어난 농민의 딸 농민의 손녀 충청남도에서 올라왔습니다. 반갑습니다.
248,수정결과,H,2902450,2909770,저는 농가에서 태어난 농민의 딸 농민의 손녀 충청남도에서 올라왔습니다. 반갑습니다.
249,인식결과,8,2912220,2923480,너무 떨려서 아이스브레이킹 좀 하자면 저번 달에도 마늘 까다가 씨 마늘까지 훌렁 까버려가지고 할머니한테 혼나고 이번 달에 서울로 올라왔거든요.
249,수정결과,H,2912220,2923480,너무 떨려서 아이스브레이킹 좀 하자면 저번 달에도 마늘 까다가 씨 마늘까지 훌렁 까버려가지고 할머니한테 혼나고 이번 달에 서울로 올라왔거든요.
250,인식결과,8,2923800,2929710,혹시 지금 제 모습 어때 보이시나요?
250,수정결과,H,2923800,2929710,혹시 지금 제 모습 어때 보이시나요?
251,인식결과,8,2929710,2939940,"굉장히 추워 보이죠. 사실 오늘은 시위를 나오려고 온 게 아니라 홍대에서 오타쿠 생일 파티, 생일 파티에 가려고"
251,수정결과,H,2929710,2939940,"굉장히 추워 보이죠. 사실 오늘은 시위를 나오려고 온 게 아니라 홍대에서 오타쿠 생일 파티, 생일 파티에 가려고"
252,인식결과,8,2941480,2952115,가서 홍대 잠깐 나갔다가 시위 잠깐 가고서 집에 돌아가려고 했는데 돌아가는 기숙사에 돌아가는 기차 안에서
252,수정결과,H,2941480,2952115,가서 홍대 잠깐 나갔다가 시위 잠깐 가고서 집에 돌아가려고 했는데 돌아가는 기숙사에 돌아가는 기차 안에서
253,인식결과,8,2952115,2962100,기사를 보니 트랙터가 경찰에 의해 저지되어 이곳에 멈춰 있다는 소식을 듣고 이곳으로 다시 돌아오게 되었습니다.
253,수정결과,H,2952115,2962100,기사를 보니 트랙터가 경찰에 의해 저지되어 이곳에 멈춰 있다는 소식을 듣고 이곳으로 다시 돌아오게 되었습니다.
254,인식결과,8,2964030,2977230,제가 사실 시위를 많이 다녔는데 한 번도 발언을 해 본 적이 없는데요. 이곳에 올라오게 된 그리고 올라오고 싶었던 이유 중 하나가 이 트랙터에 한번 올라오고 싶어서입니다.
254,수정결과,H,2964030,2977230,제가 사실 시위를 많이 다녔는데 한 번도 발언을 해 본 적이 없는데요. 이곳에 올라오게 된 그리고 올라오고 싶었던 이유 중 하나가 이 트랙터에 한번 올라오고 싶어서입니다.
255,인식결과,8,2978840,2987115,제가 농가의 딸이라고 했지만 살면서 트랙터를 타본 적이 두 번밖에 되지 않고 이번이 세 번째인데요.
255,수정결과,H,2978840,2987115,제가 농가의 딸이라고 했지만 살면서 트랙터를 타본 적이 두 번밖에 되지 않고 이번이 세 번째인데요.
256,인식결과,8,2987115,2996385,앞서 트랙터를 타면서 너무 설레었습니다. 왜냐하면 농가에서 트랙터를 보거나 타는 건 생각보다 쉽지가 않습니다.
256,수정결과,H,2987115,2996385,앞서 트랙터를 타면서 너무 설레었습니다. 왜냐하면 농가에서 트랙터를 보거나 타는 건 생각보다 쉽지가 않습니다.
257,인식결과,8,2996385,3005914,농번기가 끝나면은 반짝반짝하게 닦아서 넣어놓게 되고요. 그 농번기가 될 때마다 잠깐씩 꺼내서
257,수정결과,H,2996385,3005914,농번기가 끝나면은 반짝반짝하게 닦아서 넣어놓게 되고요. 그 농번기가 될 때마다 잠깐씩 꺼내서
258,인식결과,8,3005914,3015719,말 단위로 말 단위에서 트랙터가 생각보다 많지가 않습니다. 그래서 몇 대의 트랙터를 돌려 쓰면서 함께 나눠서 돈을 내고
258,수정결과,H,3005914,3015719,말 단위로 말 단위에서 트랙터가 생각보다 많지가 않습니다. 그래서 몇 대의 트랙터를 돌려 쓰면서 함께 나눠서 돈을 내고
259,인식결과,8,3015719,3021159,같이 줄 서서 농번기에 같이 함께 사용을 하는 것이 바로 트랙터입니다.
259,수정결과,H,3015719,3021159,같이 줄 서서 농번기에 같이 함께 사용을 하는 것이 바로 트랙터입니다.
260,인식결과,8,3022190,3026350,이런 소중한 기계를 지금 끌고 나오신 것입니다.
260,수정결과,H,3022190,3026350,이런 소중한 기계를 지금 끌고 나오신 것입니다.
261,인식결과,8,3029380,3044100,아까 발언에서 말씀하신 대로 트랙터는 농기계입니다. 주행을 하기 위한 기계가 아니죠. 우리가 가장 소중한 빛인 응원봉을 들고 나왔듯이 이분들도 가장 소중한 것을 지금 이끌고 나오신 것입니다.
261,수정결과,H,3029380,3044100,아까 발언에서 말씀하신 대로 트랙터는 농기계입니다. 주행을 하기 위한 기계가 아니죠. 우리가 가장 소중한 빛인 응원봉을 들고 나왔듯이 이분들도 가장 소중한 것을 지금 이끌고 나오신 것입니다.
262,인식결과,8,3045380,3049230,함께 지킵시다. 끝까지 연대합시다.
262,수정결과,H,3045380,3049230,함께 지킵시다. 끝까지 연대합시다.
263,인식결과,8,3049380,3063378,"마지막으로 윤석열 탄핵을 반대하고 지금 트레젝터를 막는 것이 정당하다고 생각하는 사람들은 앞으로 뜨끈한 쌀밥, 달달한 막걸리, 제철 농과 먹거리 모두 먹지 마시길 바랍니다."
263,수정결과,H,3049380,3063378,"마지막으로 윤석열 탄핵을 반대하고 지금 트레젝터를 막는 것이 정당하다고 생각하는 사람들은 앞으로 뜨끈한 쌀밥, 달달한 막걸리, 제철 농과 먹거리 모두 먹지 마시길 바랍니다."
264,인식결과,8,3091160,3100725,아 됐다. 안녕하세요. 저는 수원에서 애들 가르치고 있는 사람입니다.
264,수정결과,H,3091160,3100725,아 됐다. 안녕하세요. 저는 수원에서 애들 가르치고 있는 사람입니다.
265,인식결과,8,3100725,3105985,11월 말부터 연말연시 업무가 너무 몰아쳐서 계속 야근 중인데요.
265,수정결과,H,3100725,3105985,11월 말부터 연말연시 업무가 너무 몰아쳐서 계속 야근 중인데요.
266,인식결과,8,3105985,3115225,오늘은 서울에 큰 병원 갈 일이 생긴 김에 광화문 다녀오는 길인데 이 집 가는 길이 막혔다지 뭐예요?
266,수정결과,H,3105985,3115225,오늘은 서울에 큰 병원 갈 일이 생긴 김에 광화문 다녀오는 길인데 이 집 가는 길이 막혔다지 뭐예요?
267,인식결과,8,3115225,3124350,경기도 시민분들은 다 아시겠지만 이 화당 남태령 구간이 막히면 너무너무 불편하게 돌아돌아가야 됩니다.
267,수정결과,H,3115225,3124350,경기도 시민분들은 다 아시겠지만 이 화당 남태령 구간이 막히면 너무너무 불편하게 돌아돌아가야 됩니다.
268,인식결과,8,3124350,3134100,지금 여기 하당에서 빨간 버스 한번 타면은 가는 거를 여기서 지하철 타서 금정에서 갈아타서 내려가지고 버스 타고 또 가야 돼요.
268,수정결과,H,3124350,3134100,지금 여기 하당에서 빨간 버스 한번 타면은 가는 거를 여기서 지하철 타서 금정에서 갈아타서 내려가지고 버스 타고 또 가야 돼요.
269,인식결과,8,3135800,3149770,그래갖고 지금 민원이 들어오면 농민들이 도로를 점거하고 있다고 한다는데 그럼 이 뒤에 차선을 3개나 먹고 있는 저거는 붕어빵 트럭인가요?
