Index,Modification,Speaker,Start Time,End Time,Script
297,인식결과,5,2931760,2945045,발언 계속 이어가겠습니다. 아직도 경찰은 정리 중이라고 하는데요. 제 눈에는 트랙터가 보이지 않아요 제가 알기로는 트랙터가 약 80여 대가 이곳에 있는 것으로 알고 있습니다.
297,수정결과,E,2931760,2945045,발언 계속 이어가겠습니다. 아직도 경찰은 정리 중이라고 하는데요. 제 눈에는 트랙터가 보이지 않아요 제가 알기로는 트랙터가 약 80여 대가 이곳에 있는 것으로 알고 있습니다.
298,인식결과,5,2945045,2952649,예 그렇습니다. 그래서 트랙터가 보여야 트랙터 행진을 할 수 있잖아요. 그래서 트랙
298,수정결과,E,2945045,2952649,예 그렇습니다. 그래서 트랙터가 보여야 트랙터 행진을 할 수 있잖아요. 그래서 트랙
299,인식결과,5,2952649,2961330,트랙터하고 우리 사람들 같이 좀 만나는 지점이 생기면 그때 일어나서 행진을 하는 것으로 하겠습니다.
299,수정결과,E,2952649,2961330,트랙터하고 우리 사람들 같이 좀 만나는 지점이 생기면 그때 일어나서 행진을 하는 것으로 하겠습니다.
300,인식결과,5,2961550,2965717,오해하지 마시고 이 자리에 주저앉아가지고 저희가 뭘 하려고
300,수정결과,E,2961550,2965717,오해하지 마시고 이 자리에 주저앉아가지고 저희가 뭘 하려고
301,인식결과,4,2965717,2966834,사는 게 아니라
301,수정결과,D,2965717,2966834,사는 게 아니라
302,인식결과,5,2966834,2974705,이렇게 됨을 이해해 주시기 바랍니다. 다음 발언으로 모실 분은요. 우리 피자행동에서
302,수정결과,E,2966834,2974705,이렇게 됨을 이해해 주시기 바랍니다. 다음 발언으로 모실 분은요. 우리 비상행동에서
303,인식결과,5,2974705,2987904,오셨죠? 많이 오셨습니다. 특히 공동의장님들 14일간의 단식을 마치시고 지금 오셨는데요. 그중에 우리 이홍정 공동의장님 모시고 발언 듣도록 하겠습니다.
303,수정결과,E,2974705,2987904,오셨죠? 많이 오셨습니다. 특히 공동의장님들 14일간의 단식을 마치시고 지금 오셨는데요. 그중에 우리 이홍정 공동의장님 모시고 발언 듣도록 하겠습니다.
304,인식결과,5,2987904,2995320,큰 박수로 모시겠습니다. 우리 공동 기자님께서는 현직 목사님이시기도 합니다. 큰 박수로 모시겠습니다.
304,수정결과,E,2987904,2995320,큰 박수로 모시겠습니다. 우리 공동 의장님께서는 현직 목사님이시기도 합니다. 큰 박수로 모시겠습니다.
305,인식결과,6,3002195,3004963,눈을 맞추셨을까요? 아니면 그랬을까요?
305,수정결과,F,3002195,3004963,눈을 맞추셨을까요? 아니면 그랬을까요?
306,인식결과,4,3007580,3018100,많이 어지럽습니다. 끌려나왔습니다. 불의한 시대를 갈아엎고
306,수정결과,D,3007580,3018100,많이 어지럽습니다. 끌려나왔습니다. 불의한 시대를 갈아엎고
307,인식결과,4,3019090,3029065,역행하는 역사를 돌이켜 세우고 새롭게 경작하시는 생명의 파수꾼 농민 여러분
307,수정결과,D,3019090,3029065,역행하는 역사를 돌이켜 세우고 새롭게 경작하시는 생명의 파수꾼 농민 여러분
308,인식결과,4,3029065,3039515,그리고 남태령의 주권자 시민 여러분 우리는 오늘 지연되는 정의를 부수고
308,수정결과,D,3029065,3039515,그리고 남태령의 주권자 시민 여러분 우리는 오늘 지연되는 정의를 부수고
309,인식결과,4,3039515,3048680,정의의 길을 마련하기 위해서 다시 한번 남태령에 모였습니다. 구한말
309,수정결과,D,3039515,3048680,정의의 길을 마련하기 위해서 다시 한번 남태령에 모였습니다. 구한말
310,인식결과,4,3049320,3060030,봉건 왕조가 민중을 억압하고 민생이 파탄되고 외세에 의해서 민족의 주권이 위협을 당할 때
310,수정결과,D,3049320,3060030,봉건 왕조가 민중을 억압하고 민생이 파탄되고 외세에 의해서 민족의 주권이 위협을 당할 때
311,인식결과,4,3060030,3067205,바보 농민군의 마음에 심어졌던 그 하늘의 마음으로 오늘 우리는
311,수정결과,D,3060030,3067205,갑오 농민군의 마음에 심어졌던 그 하늘의 마음으로 오늘 우리는
312,인식결과,4,3067205,3075950,오늘의 역사의 위기를 극복하기 위해서 여기에 모였습니다. 구한말의 위기를 넘고
312,수정결과,D,3067205,3075950,오늘의 역사의 위기를 극복하기 위해서 여기에 모였습니다. 구한말의 위기를 넘고
313,인식결과,4,3075950,3085319,일제 강점기의 파고를 넘고 해방 공간과 한국전쟁기에 국가 폭력의 위기를 넘고
313,수정결과,D,3075950,3085319,일제 강점기의 파고를 넘고 해방 공간과 한국전쟁기에 국가 폭력의 위기를 넘고
314,인식결과,4,3085319,3095550,반공 독재의 위기를 넘고 이제 다시 맞이한 윤석열 정권의 위기를 우리는 반드시 넘어설 것입니다.
314,수정결과,D,3085319,3095550,반공 독재의 위기를 넘고 이제 다시 맞이한 윤석열 정권의 위기를 우리는 반드시 넘어설 것입니다.
315,인식결과,4,3095900,3104710,내란 및 외환 수괴와 공범자들을 처벌하는 것이야말로 우리 민주주의를 회복하고
315,수정결과,D,3095900,3104710,내란 및 외환 수괴와 공범자들을 처벌하는 것이야말로 우리 민주주의를 회복하고
316,인식결과,4,3104710,3112260,헌정질서를 회복하고 새로워진 세상을 만들어 나가는 첫걸음이 될 것입니다.
316,수정결과,D,3104710,3112260,헌정질서를 회복하고 새로워진 세상을 만들어 나가는 첫걸음이 될 것입니다.
317,인식결과,4,3114350,3119470,극우정당 국민의힘의 해체를 통해 우리는
317,수정결과,D,3114350,3119470,극우정당 국민의힘의 해체를 통해 우리는
318,인식결과,4,3119470,3128075,극우 파시즘을 제어하는 민주적 길을 열어갈 수 있을 것입니다. 검찰의 해체를 통해서
318,수정결과,D,3119470,3128075,극우 파시즘을 제어하는 민주적 길을 열어갈 수 있을 것입니다. 검찰의 해체를 통해서
319,인식결과,4,3128075,3131080,우리는 거대한 빙산처럼 자리 잡고 있는
319,수정결과,D,3128075,3131080,우리는 거대한 빙산처럼 자리 잡고 있는
320,인식결과,4,3131080,3138900,"식민 분단, 냉전 세력을 부수고 녹이는 새 세상을 만들어 갈 수 있을 것입니다."
320,수정결과,D,3131080,3138900,"식민 분단, 냉전 세력을 부수고 녹이는 새 세상을 만들어 갈 수 있을 것입니다."
321,인식결과,4,3139640,3145125,차별과 혐오로 무장한 극우 세력들을 여하히 제어함으로
321,수정결과,D,3139640,3145125,차별과 혐오로 무장한 극우 세력들을 여하히 제어함으로
322,인식결과,4,3145125,3153710,우리는 차별 없는 세상을 향한 새로운 발걸음을 내딜 수 있을 것입니다. 이를 위해서
322,수정결과,D,3145125,3153710,우리는 차별 없는 세상을 향한 새로운 발걸음을 내딜 수 있을 것입니다. 이를 위해서
323,인식결과,4,3153710,3159710,우리가 가장 먼저 해야 될 일은 윤석열의 파면 아니겠습니까?
323,수정결과,D,3153710,3159710,우리가 가장 먼저 해야 될 일은 윤석열의 파면 아니겠습니까?
324,인식결과,4,3162290,3169240,갑오 농민군의 후손인 농민 여러분 그 농민의 마음을 본받은 주권자 시민 여러분
324,수정결과,D,3162290,3169240,갑오 농민군의 후손인 농민 여러분 그 농민의 마음을 본받은 주권자 시민 여러분
325,인식결과,4,3169240,3177145,우리의 앞길을 가로막을 수 있는 사람은 아무도 없습니다. 우리의 마음에 숨겨진 마음은 하늘의 마음이고
325,수정결과,D,3169240,3177145,우리의 앞길을 가로막을 수 있는 사람은 아무도 없습니다. 우리의 마음에 숨겨진 마음은 하늘의 마음이고
326,인식결과,4,3177145,3186710,"그것이 땅을 움직일 것이고, 민족을 움직이고 역사를 바꿀 것입니다. 모든 권력은 시드는 풀과 같고"
326,수정결과,D,3177145,3186710,"그것이 땅을 움직일 것이고, 민족을 움직이고 역사를 바꿀 것입니다. 모든 권력은 시드는 풀과 같고"
327,인식결과,4,3186710,3196984,"마른 꽃과 같고 영원히 이 땅에 살아남지 못할 것입니다. 그러나 하늘의 마음,"
327,수정결과,D,3186710,3196984,"마른 꽃과 같고 영원히 이 땅에 살아남지 못할 것입니다. 그러나 하늘의 마음,"
328,인식결과,4,3196984,3204404,"온동신의 마음, 또 오늘 주권자의 마음속에 새겨진 새로운 세상을 향한 변혁의 마음은"
328,수정결과,D,3196984,3204404,"온 농심의 마음, 또 오늘 주권자의 마음속에 새겨진 새로운 세상을 향한 변혁의 마음은"
329,인식결과,4,3204404,3214515,"변치 않고 이 시대를 바꿔 나갈 것입니다. 제2의 남태령 대척을 이루고 윤석열을 파면하고,"
329,수정결과,D,3204404,3214515,"변치 않고 이 시대를 바꿔 나갈 것입니다. 제2의 남태령 대첩을 이루고 윤석열을 파면하고,"
330,인식결과,4,3214515,3227770,극우 파시즘을 민주적으로 제어하고 검찰을 해체하고 국힘을 해체하고 새로운 세상을 기경하는 새로운 봄의 역사를 만들어 갑시다. 감사합니다.
330,수정결과,D,3214515,3227770,극우 파시즘을 민주적으로 제어하고 검찰을 해체하고 국힘을 해체하고 새로운 세상을 기경하는 새로운 봄의 역사를 만들어 갑시다. 감사합니다.
331,인식결과,5,3230680,3236805,"예, 여러분들 말씀을 듣고 있는데 정작"
331,수정결과,E,3230680,3236805,"예, 여러분들 말씀을 듣고 있는데 정작"
332,인식결과,5,3236805,3245465,우리 농민들 얘기를 좀 못 들었던 것 같아서 기억하십니까? 농민들끼리는 전봉준 투쟁단 안에서는
332,수정결과,E,3236805,3245465,우리 농민들 얘기를 좀 못 들었던 것 같아서 기억하십니까? 농민들끼리는 전봉준 투쟁단 안에서는
333,인식결과,5,3245465,3250819,트랙터 행진을 할 때 맨 앞에서 큰 트랙터가 움직였습니다.
333,수정결과,E,3245465,3250819,트랙터 행진을 할 때 맨 앞에서 큰 트랙터가 움직였습니다.
334,인식결과,5,3250819,3258980,그거를 우리는 보통 농민들은 대장 트랙터라고 이야기를 했습니다. 대장 트랙터가 2대가 있었는데 그중에 한 대를
334,수정결과,E,3250819,3258980,그거를 우리는 보통 농민들은 대장 트랙터라고 이야기를 했습니다. 대장 트랙터가 2대가 있었는데 그중에 한 대를
335,인식결과,5,3258980,3269390,몰고 오셨던 분이십니다. 우리 전봉준 투쟁단 서군 대장이신 전농 이갑성 부의장님 모시겠습니다. 뜨거운 박수로 모시겠습니다.
335,수정결과,E,3258980,3269390,몰고 오셨던 분이십니다. 우리 전봉준 투쟁단 서군 대장이신 전농 이갑성 부의장님 모시겠습니다. 뜨거운 박수로 모시겠습니다.
336,인식결과,7,3273480,3281610,안녕하십니까? 전봉준 투쟁단 서군대장 이갑성 투쟁으로 인사드리겠습니다. 투쟁
336,수정결과,G,3273480,3281610,안녕하십니까? 전봉준 투쟁단 서군대장 이갑성 투쟁으로 인사드리겠습니다. 투쟁
337,인식결과,7,3285000,3294190,실로 나라가 어떻게 돼가는지 날만 새면 걱정이 한숨입니다.
337,수정결과,G,3285000,3294190,실로 나라가 어떻게 돼가는지 날만 새면 걱정이 한숨입니다.
338,인식결과,7,3294840,3304065,아시다시피 우리 서민들 다 죽겠다고 하고 중소상공인들 다 죽겠다고 합니다.
338,수정결과,G,3294840,3304065,아시다시피 우리 서민들 다 죽겠다고 하고 중소상공인들 다 죽겠다고 합니다.
339,인식결과,7,3304065,3310160,물론 경제가 어려운 곳도 있지만은 110일이 넘는
339,수정결과,G,3304065,3310160,물론 경제가 어려운 곳도 있지만은 110일이 넘는
340,인식결과,7,3310160,3315790,이 윤석열의 내란이 아직도 끝나지 않았기 때문에
340,수정결과,G,3310160,3315790,이 윤석열의 내란이 아직도 끝나지 않았기 때문에
341,인식결과,7,3315790,3324420,마음대로 모임도 할 수가 없고 그렇기 때문에 경외가 어렵다고 합니다. 맞죠?
341,수정결과,G,3315790,3324420,마음대로 모임도 할 수가 없고 그렇기 때문에 경외가 어렵다고 합니다. 맞죠?
342,인식결과,7,3325320,3336080,또 하나 나라의 대통령이 제대로 서지 않았기 때문에 외교도 중단되고 나라꼴이 엉망입니다.
342,수정결과,G,3325320,3336080,또 하나 나라의 대통령이 제대로 서지 않았기 때문에 외교도 중단되고 나라꼴이 엉망입니다.
343,인식결과,7,3336080,3343640,이런 것들을 해결하려면 어떻게 해야 합니까? 바로 윤석열이 파면돼야 되죠.
343,수정결과,G,3336080,3343640,이런 것들을 해결하려면 어떻게 해야 합니까? 바로 윤석열이 파면돼야 되죠.
344,인식결과,7,3344450,3353550,130년 전 전봉준 장군은 척양 척의 보국안민을
344,수정결과,G,3344450,3353550,130년 전 전봉준 장군은 척양 척왜 보국안민을
345,인식결과,7,3353550,3359745,기치로 들고 일어났습니다. 지금 이 시대에 보고하면
345,수정결과,G,3353550,3359745,기치로 들고 일어났습니다. 지금 이 시대에 보국안민은
346,인식결과,7,3359745,3366645,바로 우리 국민들이 그토록 원하는 파면입니다. 맞죠?
346,수정결과,G,3359745,3366645,바로 우리 국민들이 그토록 원하는 파면입니다. 맞죠?
347,인식결과,7,3366645,3376920,그래서 전봉준 투쟁단이 천명이라는 이름을 내걸고 지난 12월 16일부터
347,수정결과,G,3366645,3376920,그래서 전봉준 투쟁단이 천명이라는 이름을 내걸고 지난 12월 16일부터
348,인식결과,7,3376920,3384840,이곳 남태령에 왔습니다. 천명이 뭡니까? 말 그대로 하늘의 명령이고 그리고
348,수정결과,G,3376920,3384840,이곳 남태령에 왔습니다. 천명이 뭡니까? 말 그대로 하늘의 명령이고 그리고
349,인식결과,7,3385160,3395320,"사람이 곧 하늘이라는 인내천 사상, 그리고 민심이 천심이라는 그런 것들을 우리가"
349,수정결과,G,3385160,3395320,"사람이 곧 하늘이라는 인내천 사상, 그리고 민심이 천심이라는 그런 것들을 우리가"
350,인식결과,7,3395320,3401660,전봉준 투쟁단이 바로 이 시대의 앞자
350,수정결과,G,3395320,3401660,전봉준 투쟁단이 바로 이 시대의 앞자
351,인식결과,7,3401660,3411710,앞장서서 이 문제를 해결하고자 했습니다. 맞죠? 제가 곰곰이 생각해 봤습니다.
351,수정결과,G,3401660,3411710,앞장서서 이 문제를 해결하고자 했습니다. 맞죠? 제가 곰곰이 생각해 봤습니다.
352,인식결과,7,3412510,3418900,헌법재판소가 이렇게 오랫동안
352,수정결과,G,3412510,3418900,헌법재판소가 이렇게 오랫동안
353,인식결과,7,3419550,3428220,선고를 못하는 이유가 과연 무엇일까? 곰곰이 생각해 보니까 제가 생각한 거 하나가 있었습니다.
353,수정결과,G,3419550,3428220,선고를 못하는 이유가 과연 무엇일까? 곰곰이 생각해 보니까 제가 생각한 거 하나가 있었습니다.
354,인식결과,7,3428220,3438580,농민들이 이때 제대로 일어나야 되는데 트랙터 안 몰고 올라오니까 파면을 못 하고 있구나 이렇게 생각했습니다. 맞습니까?
354,수정결과,G,3428220,3438580,농민들이 이때 제대로 일어나야 되는데 트랙터 안 몰고 올라오니까 파면을 못 하고 있구나 이렇게 생각했습니다. 맞습니까?
355,인식결과,7,3439320,3448029,우리 농민들 아시다시피 임진왜란 때 선조나 임금들 다 도망갈 때
355,수정결과,G,3439320,3448029,우리 농민들 아시다시피 임진왜란 때 선조나 임금들 다 도망갈 때
356,인식결과,7,3448029,3452420,이 나라 지켜낸 백성들의 후손들입니다.
356,수정결과,G,3448029,3452420,이 나라 지켜낸 백성들의 후손들입니다.
357,인식결과,7,3453000,3460325,이 나라가 어려울 때마다 우리 농민들이 민중들이 일어나서 지킨 나라입니다.
357,수정결과,G,3453000,3460325,이 나라가 어려울 때마다 우리 농민들이 민중들이 일어나서 지킨 나라입니다.
358,인식결과,7,3460325,3465305,이런 나라가 그야말로 위기에 처해 있습니다. 이 나라를
358,수정결과,G,3460325,3465305,이런 나라가 그야말로 위기에 처해 있습니다. 이 나라를
359,인식결과,7,3465305,3472520,또다시 구해낼 사람은 우리 농민들이고 우리 국민들이라고 생각하는데 어떻습니까?
359,수정결과,G,3465305,3472520,또다시 구해낼 사람은 우리 농민들이고 우리 국민들이라고 생각하는데 어떻습니까?
360,인식결과,7,3473260,3482805,"오늘 저희들이 새벽밥 먹고, 저도 광주에서 트랙터 광주에서 3대 오늘 올라왔습니다."
360,수정결과,G,3473260,3482805,"오늘 저희들이 새벽밥 먹고, 저도 광주에서 트랙터 광주에서 3대 오늘 올라왔습니다."
361,인식결과,7,3482805,3490545,전국적으로 70~80등도가 지금 올라와 있는데 또 와서 경찰의
361,수정결과,G,3482805,3490545,전국적으로 70~80정도가 지금 올라와 있는데 또 와서 경찰의
362,인식결과,7,3490545,3499595,차벽에 맞혀서 또 못 가고 있습니다. 도대체 이 나라 법은 누구를 위해서 존재하고 그리고
362,수정결과,G,3490545,3499595,차벽에 맞혀서 또 못 가고 있습니다. 도대체 이 나라 법은 누구를 위해서 존재하고 그리고
363,인식결과,7,3499595,3506805,진짜 민주주의는 그야말로 제대로 마음 표현 못하는 사람들을
363,수정결과,G,3499595,3506805,진짜 민주주의는 그야말로 제대로 마음 표현 못하는 사람들을
364,인식결과,7,3506805,3513984,하기 위해서 집회와 시위를 보장하는 것이 민주주의의 가장 기본적인 겁니다.
364,수정결과,G,3506805,3513984,하기 위해서 집회와 시위를 보장하는 것이 민주주의의 가장 기본적인 겁니다.
365,인식결과,7,3513984,3525870,집시법에 의해서 저희들이 정당하게 집회를 신고를 한 집회를 누가 방해하고 있습니까? 경찰이 방해하고 있지 않습니까? 맞죠
365,수정결과,G,3513984,3525870,집시법에 의해서 저희들이 정당하게 집회를 신고를 한 집회를 누가 방해하고 있습니까? 경찰이 방해하고 있지 않습니까? 맞죠
366,인식결과,7,3525970,3532680,집회를 보장하고 그리고 집회가 제대로 원만하게 이루어질 수 있도록
366,수정결과,G,3525970,3532680,집회를 보장하고 그리고 집회가 제대로 원만하게 이루어질 수 있도록
367,인식결과,7,3533260,3538260,안내하고 지켜야 될 경찰들이 오히려
367,수정결과,G,3533260,3538260,안내하고 지켜야 될 경찰들이 오히려
368,인식결과,7,3539640,3547870,우리 농민들이 트랙터 몰고 서울 가면 교통이 마비된다고 하는데 교통 마비 누가 시키고 있습니까?
368,수정결과,G,3539640,3547870,우리 농민들이 트랙터 몰고 서울 가면 교통이 마비된다고 하는데 교통 마비 누가 시키고 있습니까?
369,인식결과,7,3548610,3558884,이 차벽 뚫고 우리들 나가야 되지 않겠습니까? 우리 시민 여러분들 함께해 주실 거죠. 우리 농민들 또 이번에
369,수정결과,G,3548610,3558884,이 차벽 뚫고 우리들 나가야 되지 않겠습니까? 우리 시민 여러분들 함께해 주실 거죠. 우리 농민들 또 이번에
370,인식결과,7,3558884,3567090,헌법재판소 제대로 헌재에서 판결할 수 있도록 농민들이 또 일어섰습니다. 남태령에 다시 섰습니다.
370,수정결과,G,3558884,3567090,헌법재판소 제대로 헌재에서 판결할 수 있도록 농민들이 또 일어섰습니다. 남태령에 다시 섰습니다.
371,인식결과,7,3567090,3572489,우리 농민들 이거 반드시 이루어내서 내일부터라도 우리 국민들
371,수정결과,G,3567090,3572489,우리 농민들 이거 반드시 이루어내서 내일부터라도 우리 국민들
372,인식결과,7,3572489,3581649,마음 편히 잠잘 수 있도록 농민들이 앞장서서 해보겠습니다. 여러분들께 약속드립니다. 감사합니다. 투쟁
372,수정결과,G,3572489,3581649,마음 편히 잠잘 수 있도록 농민들이 앞장서서 해보겠습니다. 여러분들께 약속드립니다. 감사합니다. 투쟁
373,인식결과,5,3584350,3593160,예 고맙습니다. 오랜만에 남태령이 오니까 하실 말씀들이 다들 많으시고 사실은 지금 3시 정도 됐죠
373,수정결과,E,3584350,3593160,예 고맙습니다. 오랜만에 남태령이 오니까 하실 말씀들이 다들 많으시고 사실은 지금 3시 정도 됐죠
374,인식결과,5,3593160,3602274,원래 계획상으로는 여러분 다 같이 일어납시다. 트랙터 앞장 세워서 행진 시작하겠습니다. 제가 이거 해야 돼요. 그런데
374,수정결과,E,3593160,3602274,원래 계획상으로는 여러분 다 같이 일어납시다. 트랙터 앞장 세워서 행진 시작하겠습니다. 제가 이거 해야 돼요. 그런데
375,인식결과,5,3602274,3611595,아직도 제 눈에는 트랙터가 보이지 않습니다. 저기 트랙터가 아닌 것 같은데 하여튼 오는 대로 정리해서 행진할 수 있도록 하겠습니다.
375,수정결과,E,3602274,3611595,아직도 제 눈에는 트랙터가 보이지 않습니다. 저기 트랙터가 아닌 것 같은데 하여튼 오는 대로 정리해서 행진할 수 있도록 하겠습니다.
376,인식결과,5,3611595,3622100,또 오신 분이 계시는데 또 소개가 늦었습니다. 우리 조국 혁신심당의 정춘생 국회의원님 앞자리에 계십니다. 감사합니다.
376,수정결과,E,3611595,3622100,또 오신 분이 계시는데 또 소개가 늦었습니다. 우리 조국 혁신당의 정춘생 국회의원님 앞자리에 계십니다. 감사합니다.
377,인식결과,5,3624840,3631480,우리 코로 하나 외쳐보겠습니다. 트랙터 행진 보장하라
377,수정결과,E,3624840,3631480,우리 구호 하나 외쳐보겠습니다. 트랙터 행진 보장하라
378,인식결과,5,3635090,3639290,윤석열을 즉각 파면하라.
378,수정결과,E,3635090,3639290,윤석열을 즉각 파면하라.
379,인식결과,5,3643640,3651710,놀이 공연도 없고 노래 하나 듣고 갑시다. 임을 위한 행진곡 반주에 맞춰서 힘차게 부르겠습니다.
379,수정결과,E,3643640,3651710,놀이 공연도 없고 노래 하나 듣고 갑시다. 임을 위한 행진곡 반주에 맞춰서 힘차게 부르겠습니다.
380,인식결과,5,3657580,3659390,나올 겁니다.
380,수정결과,E,3657580,3659390,나올 겁니다.
381,인식결과,5,3667870,3674810,제가 갑자기 노래를 요청해서 찾는 동안 구호 하나 더 여쭤보겠습니다. 나오나요?
381,수정결과,E,3667870,3674810,제가 갑자기 노래를 요청해서 찾는 동안 구호 하나 더 여쭤보겠습니다. 나오나요?
382,인식결과,5,3764450,3769230,아직까지 뒤로하시진 않으시죠? 예 그러면
382,수정결과,E,3764450,3769230,아직까지 지루하시진 않으시죠? 예 그러면
383,인식결과,5,3769550,3779029,사전에 말씀 잘 못 드리고 계속 발언시킵니다. 그러려니 하시고 말씀 잘해주시기 바랍니다. 이번에 이번 주도
383,수정결과,E,3769550,3779029,사전에 말씀 잘 못 드리고 계속 발언시킵니다. 그러려니 하시고 말씀 잘해주시기 바랍니다. 이번에 이번 주도
384,인식결과,5,3779029,3787660,파면 선고 안 하면 어떡하지 다들 걱정하거나 두려워하거나 이러신 분들이 많이 계신 걸로 알고 있습니다.
384,수정결과,E,3779029,3787660,파면 선고 안 하면 어떡하지 다들 걱정하거나 두려워하거나 이러신 분들이 많이 계신 걸로 알고 있습니다.
385,인식결과,5,3787660,3794260,이번 주는 비상행동 차원에서도 사활을 걸고 반드시 이번 주에는
385,수정결과,E,3787660,3794260,이번 주는 비상행동 차원에서도 사활을 걸고 반드시 이번 주에는
386,인식결과,5,3794770,3807080,윤석열의 파면 선고가 이루어질 수 있도록 함께 투쟁하는 주간으로 선정한 것으로 알고 있습니다. 농민들이 불쏘시개가 되는 오늘의 투쟁을 시작으로
386,수정결과,E,3794770,3807080,윤석열의 파면 선고가 이루어질 수 있도록 함께 투쟁하는 주간으로 선정한 것으로 알고 있습니다. 농민들이 불쏘시개가 되는 오늘의 투쟁을 시작으로
387,인식결과,5,3807080,3816835,많은 부문과 단체에서 많은 시민들과 국민들이 이른바 시민 총파업을 준비하고 있습니다. 그것을 만들어낸
387,수정결과,E,3807080,3816835,많은 부문과 단체에서 많은 시민들과 국민들이 이른바 시민 총파업을 준비하고 있습니다. 그것을 만들어낸
388,인식결과,5,3816835,3823385,한남동 투쟁을 만들어낸 우리 광장의 길을 열어낸 우리 민주노총에서 오신
388,수정결과,E,3816835,3823385,한남동 투쟁을 만들어낸 우리 광장의 길을 열어낸 우리 민주노총에서 오신
389,인식결과,5,3823385,3833000,우리 한 최규 부위원장 동지 모시고 힘찬 결의의 말씀 듣도록 하겠습니다. 큰 박수로 모시겠습니다.
389,수정결과,E,3823385,3833000,우리 함재규 부위원장 동지 모시고 힘찬 결의의 말씀 듣도록 하겠습니다. 큰 박수로 모시겠습니다.
390,인식결과,5,3840912,3850030,민주노총입니다. 인사드리겠습니다. 길을 가는 민주노총 부원장 함정입니다. 투쟁
390,수정결과,E,3840912,3850030,민주노총입니다. 인사드리겠습니다. 길을 여는 민주노총 부원장 함재규입니다. 투쟁!
391,인식결과,5,3851870,3861080,아마 남태령 2번 출구로 거의 다 나오셨죠? 예 저 길을 오는데
391,수정결과,E,3851870,3861080,아마 남태령 2번 출구로 거의 다 나오셨죠? 예 저 길을 오는데
392,인식결과,5,3861080,3868870,욕 안 들으신 분은 없으실 것 같아요. 그렇죠 저들이 하는 모든 쌍욕은 다 들은 것 같습니다. 아마
392,수정결과,E,3861080,3868870,욕 안 들으신 분은 없으실 것 같아요. 그렇죠 저들이 하는 모든 쌍욕은 다 들은 것 같습니다. 아마
393,인식결과,5,3868870,3876529,제 인생에서 저렇게 많은 욕을 들은 것은 아마 처음인 것 같습니다. 그런데 저들도 욕을 시키려고 해요.
393,수정결과,E,3868870,3876529,제 인생에서 저렇게 많은 욕을 들은 것은 아마 처음인 것 같습니다. 그런데 저들도 욕을 시키려고 해요.
394,인식결과,5,3876529,3885995,저들의 깃발은 항상 2개입니다. 그렇죠 구구의 깃발은 항상 2개입니다. 태극기와 성조입니다.
394,수정결과,E,3876529,3885995,저들의 깃발은 항상 2개입니다. 그렇죠 극우의 깃발은 항상 2개입니다. 태극기와 성조입니다.
395,인식결과,5,3885995,3895885,근데 성조기적으로 욕을 하면 자네들도 싫어해요. 뻗히고 그러면 싫어합니다. 근데 왜 그런지 모르겠어요. 지네는 욕먹기 싫으면서
395,수정결과,E,3885995,3895885,근데 성조기 쪽으로 욕을 하면 자네들도 싫어해요. 뻐큐! 그러면 싫어합니다. 근데 왜 그런지 모르겠어요. 지네는 욕먹기 싫으면서
396,인식결과,5,3895885,3904160,지나가는 민주시민들에겐 왜 그렇게 욕을 했었는지 정말 저들의 입은 저들의 입과
396,수정결과,E,3895885,3904160,지나가는 민주시민들에겐 왜 그렇게 욕을 했었는지 정말 저들의 입은 저들의 입과
397,인식결과,5,3904160,3913160,저들의 입은 아마 소위 말하는 우리가 싸는 것과 연결이 되어 있는 것 같습니다. 그렇지 않습니까?
397,수정결과,E,3904160,3913160,저들의 입은 아마 소위 말하는 우리가 싸는 것과 연결이 되어 있는 것 같습니다. 그렇지 않습니까?
398,인식결과,5,3915420,3926034,연대 희망으로 인사를 드려야 할 것 같습니다. 농민의 아들이었고요. 지금은 시민의 아들로 인사드리고 있습니다. 또한
398,수정결과,E,3915420,3926034,연대의 마음으로 인사를 드려야 할 것 같습니다. 농민의 아들이었고요. 지금은 시민의 아들로 인사드리고 있습니다. 또한
399,인식결과,5,3926034,3937689,동지들이 만들어주신 총파업으로 내일 모레 앞서가려고 합니다. 시민의 총파업으로 앞서가려고 하고 있습니다. 민주노총의 길을 열었듯이
399,수정결과,E,3926034,3937689,동지들이 만들어주신 총파업으로 내일 모레 앞서가려고 합니다. 시민의 총파업으로 앞서가려고 하고 있습니다. 민주노총의 길을 열었듯이
400,인식결과,5,3937689,3946410,동지들의 그 길을 열어주신 것처럼 이제 길을 여는 민주노총이 다시금 길을 열어내겠습니다.
400,수정결과,E,3937689,3946410,동지들의 그 길을 열어주신 것처럼 이제 길을 여는 민주노총이 다시금 길을 열어내겠습니다.
401,인식결과,5,3946410,3950900,1894년 다보농민 전쟁의 길은
401,수정결과,E,3946410,3950900,1894년 갑오 농민 전쟁의 길은
402,인식결과,5,3950930,3960000,농민의 길이었고 항쟁의 길이었고 나라를 국민을 살리는 길이었습니다. 또한 그 길의 역사는
402,수정결과,E,3950930,3960000,농민의 길이었고 항쟁의 길이었고 나라를 국민을 살리는 길이었습니다. 또한 그 길의 역사는
403,인식결과,5,3960000,3965835,"항일 무장 투쟁을 만들었었고, 4.3 항쟁과 4.19와"
403,수정결과,E,3960000,3965835,"항일 무장 투쟁을 만들었었고, 4.3 항쟁과 4.19와"
